Title,Director,Category,Hearts,Link
Under The Fig Trees,Erige Sehiri,Contemporary World Cinema,33,https://2022.tiffr.com/shows/under-the-fig-trees
Unrest,Cyril Schäublin,Wavelengths,73,https://2022.tiffr.com/shows/unrest
Unruly,Malou Reymann,Discovery,48,https://2022.tiffr.com/shows/unruly
Until Branches Bend,Sophie Jarvis,Discovery,50,https://2022.tiffr.com/shows/until-branches-bend
Untold Hours,Daniel Warth,Short Cuts,0,https://2022.tiffr.com/shows/untold-hours
Valeria Is Getting Married,Michal Vinik,Contemporary World Cinema,39,https://2022.tiffr.com/shows/valeria-is-getting-married
Venus,Jaume Balagueró,Midnight Madness,166,https://2022.tiffr.com/shows/venus
V/H/S/99,"Maggie Levin, Johannes Roberts, Tyler MacIntyre, Flying Lotus, Joseph Winter, Vanessa Winter",Midnight Madness,133,https://2022.tiffr.com/shows/v-h-s-99
Vicenta B.,Carlos Lechuga,Contemporary World Cinema,26,https://2022.tiffr.com/shows/vicenta-b
Victim,Michal Blasko,Contemporary World Cinema,34,https://2022.tiffr.com/shows/victim
Viking,Stéphane Lafleur,Platform,186,https://2022.tiffr.com/shows/viking
VISIONARIES Efe Çakarel,,Industry Conference,12,https://2022.tiffr.com/shows/visionaries-efe-cakarel
VISIONARIES Hillary Rodham Clinton & Chelsea Clinton,,Industry Conference,31,https://2022.tiffr.com/shows/visionaries-hillary-rodham-clinton-chelsea-clinton
VISIONARIES Inside the Brain of Werner Herzog,,Industry Conference,34,https://2022.tiffr.com/shows/visionaries-inside-the-brain-of-werner-herzog
VISIONARIES S.S. Rajamouli,,Industry Conference,20,https://2022.tiffr.com/shows/visionaries-s-s-rajamouli
VISIONARIES Tyler Perry,,Industry Conference,35,https://2022.tiffr.com/shows/visionaries-tyler-perry
VISIONARIES What Laura Poitras Learned from Nan Goldin,,Industry Conference,10,https://2022.tiffr.com/shows/visionaries-what-laura-poitras-learned-from-nan-goldin
Walk Up,Hong Sangsoo,Special Presentations,148,https://2022.tiffr.com/shows/walk-up
War Sailor,Gunnar Vikene,Contemporary World Cinema,54,https://2022.tiffr.com/shows/war-sailor
The Water Murmurs,Jianying (Story) Chen,Short Cuts,1,https://2022.tiffr.com/shows/the-water-murmurs
Wavelengths 1: Fata Morgana,,Wavelengths,43,https://2022.tiffr.com/shows/wavelengths-1-fata-morgana
Wavelengths 2: Crisis of Contact,,Wavelengths,42,https://2022.tiffr.com/shows/wavelengths-2-crisis-of-contact
We Are Still Here,"Beck Cole, Dena Curtis, Tracey Rigney, Danielle MacLean, Tim Worrall, Renae Maihi, Miki Magasiva, Mario Gaoa, Richard Curtis, Chantelle Burgoyne",Contemporary World Cinema,57,https://2022.tiffr.com/shows/we-are-still-here
Weird: The Al Yankovic Story,Eric Appel,Midnight Madness,380,https://2022.tiffr.com/shows/weird-the-al-yankovic-story
Wendell & Wild,Henry Selick,Special Presentations,260,https://2022.tiffr.com/shows/wendell-wild
The Whale,Darren Aronofsky,Special Presentations,609,https://2022.tiffr.com/shows/the-whale
What Rules The Invisible,Tiffany Sia,Wavelengths,0,https://2022.tiffr.com/shows/what-rules-the-invisible
What's Love Got To Do With It?,Shekhar Kapur,Gala Presentations,194,https://2022.tiffr.com/shows/what-s-love-got-to-do-with-it
When Morning Comes,Kelly Fyffe-Marshall,Discovery,53,https://2022.tiffr.com/shows/when-morning-comes
While We Watched,Vinay Shukla,TIFF Docs,31,https://2022.tiffr.com/shows/while-we-watched
Wildflower,Matt Smukler,Contemporary World Cinema,119,https://2022.tiffr.com/shows/wildflower
Will-o'-the-Wisp,João Pedro Rodrigues,Wavelengths,86,https://2022.tiffr.com/shows/will-o-the-wisp
Winter Boy,Christophe Honoré,Contemporary World Cinema,70,https://2022.tiffr.com/shows/winter-boy
The Woman King,Gina Prince-Bythewood,Gala Presentations,311,https://2022.tiffr.com/shows/the-woman-king
Women Talking,Sarah Polley,Special Presentations,465,https://2022.tiffr.com/shows/women-talking
The Wonder,Sebastián Lelio,Special Presentations,350,https://2022.tiffr.com/shows/the-wonder
The Worst Ones,"Romane Gueret, Lise Akoka",Contemporary World Cinema,53,https://2022.tiffr.com/shows/the-worst-ones
The Young Arsonists,Sheila Pye,Discovery,58,https://2022.tiffr.com/shows/the-young-arsonists
Zwigato,Nandita Das,Contemporary World Cinema,40,https://2022.tiffr.com/shows/zwigato
